input_index,input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0
12,-0.2146078877153447,0.8001523962637043,1.7563233876655877,1.9375797114186168,0.199966604965051,-0.1305694390001981
21,-0.3693176371717667,1.5855065413485725,1.447878508429664,1.6545056930190452,0.1660781163955533,-0.0368288501525907
48,-1.0658114407303516,0.7574335670904083,1.492870551594768,1.3677990398798423,-0.2000000099728303,0.4055701274567359
49,-1.095220746322517,0.6298480784762347,1.7779231250442318,0.9299177163475776,0.2000000099678485,0.6357663187229755
12,-0.0989803844919545,0.7350301659506034,1.9091640348222596,2.068981867124821,0.2000000099465478,-0.0204562159216411
0,0.1000000000000001,0.15,1.5707963267948966,1.5707963267948966,0.1999174993829113,-0.2489113344557941
14,-0.2686334358175216,0.9301380585188004,1.6753382212545564,1.860996434231924,0.1999828348634684,-0.0559762783219642
46,-1.048760971119873,0.866013170876967,1.2644323195007183,1.425107978505374,-0.2000000099229189,0.4175997694737822
13,-0.2202249359368542,0.8072230101792122,1.714602620401655,1.9143910870181091,0.2000000099641459,0.0825645535779194
47,-1.0594206049374593,0.7920309380527085,1.3702129470792157,1.4148171338527165,-0.2000000099299975,0.2443380550072899
35,-0.6570624812972412,1.6323442977455933,0.9372024508800844,0.90223317465436,-0.1999988245433108,-0.2538573879810173
3,0.0995923031213515,0.3349248124532674,1.5276225107398371,1.5783286359989728,-0.1995073292601616,0.1731316374376965
1,-0.0555642354041258,0.1935568394255281,1.6363150859859328,1.5488133437802345,-0.1998747641455204,0.280990240657697
8,-0.0237158660189278,0.441516552934363,2.2216551241296294,1.925108512877076,0.199985916541894,-0.2246770856575465
45,-0.9699175298075836,1.200061332405704,0.7211910235371928,1.1882966775034154,-0.2000000099967637,0.13422493337166
24,-0.3742190048303372,1.820151231531644,1.3191349398266756,1.51970177003953,0.1998805680993171,-0.0860202206015187
32,-0.4592879661018812,1.8148944261621296,1.4102050714812293,0.9311360848489872,-0.1744806294287015,-0.5531326821604187
8,0.0840019168366087,0.4581747363624587,2.1597238379207,1.6037126968569846,0.1999775577613421,-0.0953612054619153
24,-0.3383761189992606,1.8527751148768947,1.2742322395232062,1.4937667326274633,0.1999530821287662,-0.0269349013361592
22,-0.392133633245088,1.7203346187504982,1.4096298898246626,1.5952854647065329,0.0987349351160829,-0.0706505408478652
45,-1.036581990194503,0.8980812301725338,1.13829388941196,1.4187090631253858,-0.1999999782517011,0.2968666690349492
40,-0.8733694547509676,1.3666121824720197,0.6619457053628306,0.9465298520880284,-0.2000000091871554,-0.1254010479844771
7,-0.0550535951295845,0.3602958787961587,1.6654962385681014,1.5375922558531334,0.1967645456126368,0.5266724904036019
19,-0.3680914645062763,1.4052062824631557,1.4690264808893725,1.677999829906112,0.199998996224774,-0.1577829147447068
19,-0.2759018460681509,1.421062311157876,1.5912733423199992,1.8015740752264648,0.2000000099412657,0.3102976385889824
4,0.0025202652989187,0.1666507063398948,2.1339976797488074,1.2995227578708364,0.0397752424853721,0.1611435934367494
4,0.0075662059527211,0.0719240701459727,2.170613140859876,1.311781937688019,0.1999163569586292,0.2051219967955109
4,0.0295857089492856,0.1219960126583463,2.1641332219031195,1.3414088420541783,0.1997976155204436,0.2412852541022529
11,-0.0605529584579359,0.7912806639139383,1.987941184141908,2.074400994409333,0.1999476890260172,-0.0695156485690965
12,-0.2039880707875473,0.8854911213437722,1.745650173225675,1.916132219782596,0.1999673536624055,0.0676426447349712
16,-0.2315424731809942,1.0627989462544811,1.6899245726552348,1.9225954185221357,0.2000000099573684,0.0845851367804511
15,-0.2827875337721063,0.991400524904504,1.635256395736013,1.8098578391546536,0.2000000099466715,0.1266110157310933
20,-0.3589685551063452,1.442100311819679,1.4779705005374293,1.6125942254678467,0.2000000099493238,-0.20421408163528
0,-0.0999999999999998,0.35,1.5707963267948966,1.5707963267948966,0.1861652483152519,-0.4493625833112221
27,-0.3326017868093036,2.1013522502461446,1.3948153482533072,1.3126522826477542,-0.1999192218592158,0.0544445878635534
1,0.0290647955877562,0.0700537879611835,1.7398215840247016,1.4706492690423478,-0.1097256733101718,0.3587003965790663
31,-0.418604436386349,1.958924341261311,1.5345019596305232,1.061988541487467,-0.1999984759096157,-0.3797473614126686
29,-0.345753325154065,2.004085144695132,1.5577287511954472,1.2216517656164338,-0.1999500263313649,0.0901013619666949
13,-0.2530258275330928,0.7535706763572424,1.8136934647944312,2.0281026028981484,0.2000000099799132,-0.3002841511112215
35,-0.616119745239365,1.6469059535640398,0.9471127885070184,0.811622033467859,0.2000000091987033,0.0070437420324028
27,-0.3504948926174876,2.1425783618805667,1.2791962000217776,1.3691918240478806,-0.2000000059184063,-0.0409758126722299
16,-0.2613698622595078,1.141607433551871,1.683786648958642,1.888445948122063,0.1999678830722291,-0.1234989810086809
41,-0.7733337757752836,1.3619082378582723,1.0063064093173482,0.8984658284387017,-0.2000000099704337,-0.1611518694505709
46,-1.0193250097205293,0.832537778725759,1.3820789167682344,1.3820726297191952,-0.2000000099383559,0.3661921174968679
33,-0.425279821753714,1.7762301513373846,1.4632874513652665,1.639493562802807,-0.2000000099650979,0.2664794654124943
36,-0.6687602146132805,1.5452186346347443,0.9647949998833912,0.8715132323120884,-0.1999998988753313,-0.2438391200690586
46,-1.0593074928675208,0.7646248336450538,1.5011130283263068,1.3730186828613398,-0.2000000092874183,0.1062903055830599
32,-0.4619241711050537,1.885037718156913,1.4361419501390795,0.9630893161489136,-0.1997087535965658,-0.369136587568484
31,-0.4029580350088669,1.9028839671428743,1.419677616157804,0.9933790706165648,-0.1999789815650084,-0.3832241063856419
30,-0.3818800390341512,1.9229970527368272,1.602779432178795,1.069362906541405,-0.1999845496258343,-0.2539173669196599
23,-0.3735001325070126,1.7080127041043922,1.3385513179426836,1.6108562545422245,0.1999083029584438,-0.1200932995591513
17,-0.3527546760646829,1.2839249741430925,1.6273320550706725,1.7302729218940338,0.1999753859178482,-0.1666221436682618
19,-0.367336598894988,1.4444672227523652,1.478827789052691,1.6778339365645425,0.1998541760085448,-0.1531013575229283
9,-0.0247927804400954,0.5068581627191944,2.143362474688564,1.986282251842933,0.1999864737664489,-0.1520444362561548
2,0.0277449329567186,0.0723968810012646,1.928149745860372,1.3836568125584972,-0.0488382822356773,0.330311825424921
3,0.0781892790367015,0.2228578140837213,1.783689168342624,1.5050227638170557,0.0585044809747716,0.413982762111462
33,-0.5190155330258232,1.7704431749223652,1.1983941099865407,0.937607949227763,-0.1999918217302847,-0.1122286972650037
19,-0.3673737363056489,1.4303664950056736,1.4809564226051015,1.6770145679026147,0.1998292795636731,-0.1549790859586506
22,-0.4114028758023598,1.6086313980609936,1.4731407473471505,1.6333021621040242,0.1288441492108311,-0.1216101774460677
35,-0.6015992116586159,1.7048435370544304,1.028952126452003,0.9030435616519032,-0.1999998815870904,-0.3182230695208661
13,-0.2243750819564924,0.9701578321421432,1.7173337089505534,1.8714381129160629,0.1998615326558891,-0.0832602755824006
14,-0.1297252955742275,0.9557214574389672,1.9454008973986687,1.99152052931216,0.2000000099932105,-0.3450063484164832
10,-0.0708154858366396,0.4711398783338635,2.2247957410898547,1.980025841643965,0.2000000099745591,-0.5616292098439384
42,-0.9083307675216884,1.2701607470719405,0.6446181771080002,1.088346188772072,-0.2000000099306225,0.1047004715708258
23,-0.4132034882865899,1.7058871297760552,1.4164619977262358,1.5956830447484105,0.1160720507811419,-0.1219319498631718
3,0.1013992024553704,0.3448757739752227,1.4231192079512427,1.6326436279909744,-0.1998063147632398,0.4466070379727807
23,-0.3457742674144884,1.7960998683352083,1.298755263039146,1.5338124993732674,0.1999379606164488,-0.0863375715867466
